operator_code,n_satellites,mean_altitude_km,mean_collision_prob,total_tax_usd_year,state,tax_per_satellite_usd_year,expected_losses_usd_year,state_short,state_name
SPXS,10859,470.28128741136385,4.922317036197746e-05,160468693.88234535,US,14777.483551187526,845492.0058187605,USA,United States of America
KUIP,392,588.5637755102041,0.0001121286653715664,2084403.925044761,US,5317.356951644799,69526.8910854403,USA,United States of America
PLAN,110,465.4727272727273,4.1777215907819316e-05,1336741.4921067392,US,12152.195382788539,7269.127225942843,USA,United States of America
ONEWEBE,652,1197.228527607362,3.822897694402983e-05,1184089.897276975,UK,1816.0887995045628,39426.693971725006,UK,United Kingdom of Great Britain and Northern Ireland
NROC,266,498.4248120300752,5.575277548790569e-05,1098642.257082209,US,4130.2340491812365,23458.39091829273,USA,United States of America
JHB,127,615.2283464566929,7.947118209664904e-05,982544.2642465212,CN,7736.569009815127,15964.800072075592,China,"China, People's Republic of"
CGSTL,75,476.98,5.1713315883358625e-05,554107.2150893618,CN,7388.09620119149,6134.988309628533,China,"China, People's Republic of"
SITRO,51,480.98039215686276,5.391354370074803e-05,449228.47207828984,RU,8808.4014132998,4349.287783729194,Russia,Russian Federation
HE360,37,492.2432432432432,5.24486532511311e-05,421621.16057869996,US,11395.166502127026,3069.6308819845913,USA,United States of America
ZXW,206,1104.888349514563,4.4847615705768426e-05,385418.7966587041,CN,1870.9650323238063,14613.581623781176,China,"China, People's Republic of"
TIANMU,22,458.9318181818182,4.2474655315008746e-05,292322.48746611056,CN,13287.385793914116,1478.0959748209525,China,"China, People's Republic of"
YYAO,34,511.22058823529414,5.6188549434921894e-05,261434.72700794373,CN,7689.256676704227,3021.8773103251365,China,"China, People's Republic of"
ASI/OHBI,16,505.1875,4.94111429938382e-05,241945.7011562658,I,15121.606322266613,1250.5324715104546,Italy,Italian Republic
B1440,37,433.8243243243243,5.3593330429574524e-05,234867.4759312398,RU,6347.769619763238,3136.624716888772,Russia,Russian Federation
VVKOV,49,998.3673469387755,8.760754819266222e-05,227625.4129141907,RU,4645.416590085524,6790.280212099831,Russia,Russian Federation
SPIRE,39,546.0769230769231,8.159759930081146e-05,227351.8805113758,US,5829.535397727585,5033.755055377701,USA,United States of America
URUGUS,18,456.5,3.993587202289545e-05,226030.30703082678,UY,12557.239279490377,1137.0662452103693,Uruguay,Eastern Republic of Uruguay
STTS,14,470.17857142857144,4.50575769258713e-05,215028.1875696577,RU,15359.156254975549,997.8056500404728,Russia,Russian Federation
GUOX/ZJLAB,12,483.0833333333333,4.779563133893346e-05,189154.52795200073,CN,15762.877329333394,907.2344621707991,China,"China, People's Republic of"
TAU/ISA,9,461.0,5.0418874747215625e-05,183961.31627096885,IL,20440.146252329872,717.770737091718,Israel,"Israel, State of"
PLNSST,17,512.5882352941177,5.579826326289747e-05,182896.21934937628,TR,10758.601138198605,1500.443661612857,Turkey,"Turkey, Republic of"
TOMIO,11,496.40909090909093,5.2790778942238525e-05,176759.86032877341,US,16069.078211706674,918.5458632151987,USA,United States of America
SIWEI,12,502.7916666666667,5.0499407904478856e-05,169959.38574965612,CN,14163.282145804676,958.5562924208883,China,"China, People's Republic of"
DORBIT,18,538.5,7.708183921156797e-05,167479.55264462912,I,9304.419591368285,2194.697474890705,Italy,Italian Republic
GEOSK,9,462.77777777777777,4.7593038038424356e-05,159745.3287753907,RU,17749.48097504341,677.5416977182847,Russia,Russian Federation
CSICE,11,485.0,4.7373930710293734e-05,158077.30183954435,J,14370.663803594942,824.2941087456999,Japan,"Japan (Nippon), State of"
ICEYE,27,541.9629629629629,7.958998187390037e-05,149998.57613471244,FI,5555.502819804165,3399.165108771143,Finland,Republic of Finland
UNSEEN,17,511.7647058823529,5.832020855498107e-05,147613.3738410999,F,8683.13963771176,1568.2600524315544,France,French Republic
BSKG,15,433.73333333333335,3.5035933218260006e-05,139579.81310752124,US,9305.32087383475,831.2947527703228,USA,United States of America
PLABST,14,454.85714285714283,4.401843230900093e-05,135469.16348706765,US,9676.368820504833,974.7936631413938,USA,United States of America
MGU,7,481.0,4.998698971005387e-05,127125.40397611933,RU,18160.771996588475,553.4840548934183,Russia,Russian Federation
ASI,11,514.0,7.150917698078347e-05,126562.69485150048,I,11505.69953195459,1244.2411347915772,Italy,Italian Republic
ASTS,10,505.75,5.342966984748232e-05,122034.93280009973,US,12203.493280009974,845.1476357100751,USA,United States of America
ASPLB,7,483.0,4.984302803099995e-05,121806.86404605607,B,17400.98057800801,551.8900302415196,Belgium,"Belgium, Kingdom of"
NSL,8,508.1875,4.94111429938382e-05,120972.8505781329,US,15121.606322266613,625.2662357552273,USA,United States of America
GHG,10,440.3,3.772390900868006e-05,120577.9475469626,CA,12057.79475469626,596.7147579133,Canada,Canada
YUANX,217,1013.9147465437788,0.00012183541954681663,119846.55915243296,CN,552.2882910250368,41819.93825550066,China,"China, People's Republic of"
SPUT,7,487.64285714285717,4.969906635194603e-05,116488.32411599281,RU,16641.189159427544,550.296005589621,Russia,Russian Federation
TUB,11,533.2727272727273,6.821962827366609e-05,112092.57061091177,D,10190.23369190107,1187.0038403755643,Germany,"Germany, Federal Republic of"
LYNK,6,478.0833333333333,5.008296416275648e-05,112003.79765385271,US,18667.299608975452,475.3257754240148,USA,United States of America
ISRO,22,612.3863636363636,0.00013123928420041085,105108.48635053144,IN,4777.658470478702,4567.05902087602,India,"India, Republic of"
CAST,29,831.9310344827586,0.00016883043760816148,98645.22106021913,CN,3401.559346904108,7744.597191119645,China,"China, People's Republic of"
YINHE,7,580.2857142857143,5.2663522013401174e-05,96776.96556481763,CN,13825.280794973947,583.1201254170235,China,"China, People's Republic of"
PIESAT,11,505.95454545454544,5.79047535393446e-05,96475.51858225673,CN,8770.501689296067,1007.5276949835671,China,"China, People's Republic of"
CASC,33,708.2575757575758,0.00020026025536531064,96076.03845730578,CN,2911.395104766842,10453.42952791967,China,"China, People's Republic of"
GEESP,60,616.4333333333333,0.00011851432311242305,93546.86111347693,CN,1559.1143518912822,11247.91902276342,China,"China, People's Republic of"
CNES,8,562.5,9.541361455350783e-05,83200.71348282936,F,10400.08918535367,1207.3979268018907,France,French Republic
ACAST,5,461.3,4.351769684936002e-05,82589.42107035889,CH,16517.88421407178,344.1802907333282,Switzerland,Swiss Confederation
CAS,9,556.2222222222222,8.661929082921639e-05,80235.7477367829,CN,8915.083081864766,1233.12534316887,China,"China, People's Republic of"
HARB,5,456.2,4.3316150498684536e-05,77270.88114029562,CN,15454.176228059125,342.5862660814296,China,"China, People's Republic of"
NCKU,6,512.75,6.04213203147704e-05,76986.13451035944,TW,12831.022418393239,573.4447114078387,Taiwan,"China, Republic of (Taiwan)"
YWZB,5,492.0,4.94111429938382e-05,75608.03161133306,CN,15121.606322266613,390.79139734701704,China,"China, People's Republic of"
ESA,16,571.03125,0.00010374656506624558,75170.7488110737,I-ESA,4698.171800692106,2625.692112388318,ESA,European Space Agency
BAUM,6,449.8333333333333,3.8914424576597106e-05,72007.58036438524,RU,12001.263394064206,369.3277613709099,Russia,Russian Federation
TURKS,4,483.875,4.991500887052691e-05,71123.50514919296,TR,17780.87628729824,315.82116718141083,Turkey,"Turkey, Republic of"
GCDX,15,572.9,9.003299978913582e-05,68761.32870215015,CN,4584.088580143343,2136.2057015759196,China,"China, People's Republic of"
NOVSU,6,455.9166666666667,4.0426651094956544e-05,67402.90306009755,RU,11233.817176682925,383.6799518706584,Russia,Russian Federation
SKYKR,9,495.6111111111111,5.93163910919619e-05,65611.34107595918,AU,7290.149008439908,844.4371273488078,Australia,"Australia, Commonwealth of"
LUSO,5,510.5,5.2022978779375784e-05,64108.141493789844,P,12821.628298757969,411.4483361350645,Portugal,Portuguese Republic
VNIIEMI,9,633.8333333333334,0.00016733307684350476,63383.27706822413,RU,7042.586340913793,2382.1790253742306,Russia,Russian Federation
ARKE,8,498.625,5.921667416509957e-05,62198.67440856584,J,7774.83430107073,749.348926289217,Japan,"Japan (Nippon), State of"
VANTOR,9,552.4444444444445,9.436286487078209e-05,61851.50966688819,US,6872.389962987577,1343.3640360275567,USA,United States of America
CGSTL/HUANTZ,3,458.3333333333333,5.0418874747215625e-05,61320.43875698962,CN,20440.146252329872,239.25691236390603,China,"China, People's Republic of"
KAIST,9,586.1111111111111,9.85851247962873e-05,61100.600643816804,KR,6788.955627090756,1403.4727678093993,South Korea,Great Han People's Nation
SUPA,7,541.3571428571429,7.004386096297135e-05,58646.577676376386,PK,8378.082525196627,775.5650102366287,Pakistan,"Pakistan, Islamic Republic of"
SYNSP,8,522.125,6.481490767937248e-05,57804.717009551896,J,7225.589626193987,820.1909709022043,Japan,"Japan (Nippon), State of"
EGYSA,6,544.25,7.696007201322501e-05,57451.866914888364,EG,9575.311152481394,730.410160778328,Egypt,"Egypt (Misr), Arab Republic of"
UMBRA,5,525.7,6.54367379151699e-05,55683.17800061287,US,11136.635600122574,517.5373953783813,USA,United States of America
SATLAN,4,513.0,5.794934303690602e-05,54952.99628271736,E,13738.24907067934,366.655832973679,Spain,Spain (Kingdom of)
MBRSC,6,504.5833333333333,5.3209006406207404e-05,54798.87124419246,UAE,9133.145207365409,504.99431597899854,UAE,United Arab Emirates
IRIDS,80,764.73125,0.00031413042947474047,54428.18456805183,US,680.3523071006479,39751.18551666327,USA,United States of America
SNIU,7,446.42857142857144,3.933758269860009e-05,53950.04518169622,RU,7707.149311670889,435.56783291047446,Russia,Russian Federation
FOSSA,5,531.9,7.603711491475096e-05,53439.564694915854,E,10687.91293898317,601.3754911817522,Spain,Spain (Kingdom of)
BWB,4,455.5,4.1288536498207407e-05,51512.194957902495,D,12878.048739475624,261.239937308229,Germany,"Germany, Federal Republic of"
IMPUL,3,485.3333333333333,4.974705357829734e-05,50683.358896863094,US,16894.452965621032,236.0688630601088,USA,United States of America
SIDUS,3,485.0,4.974705357829734e-05,50683.358896863094,US,16894.452965621032,236.0688630601088,USA,United States of America
QPS,9,550.8888888888889,7.664166053383209e-05,48630.78422796984,J,5403.420469774426,1091.0822871218456,Japan,"Japan (Nippon), State of"
ZXHK,4,502.625,5.644459833437088e-05,48123.72491410653,CN,12030.931228526633,357.1350447575058,China,"China, People's Republic of"
UCO,4,481.75,4.355687627574656e-05,46907.51765361481,US,11726.879413403702,275.5921278079775,USA,United States of America
LOFT,4,462.375,4.7325536884357255e-05,46044.70739619811,US,11511.176849049527,299.4371158998221,USA,United States of America
ZFT,9,494.22222222222223,6.113588255391495e-05,45866.85601893548,D,5096.317335437276,870.3396833722393,Germany,"Germany, Federal Republic of"
WAT,3,503.0,4.94111429938382e-05,45364.81896679984,PL,15121.606322266613,234.47483840821022,Poland,"Poland, Republic of"
NKUA,3,505.0,4.94111429938382e-05,45364.81896679984,GR,15121.606322266613,234.47483840821022,Greece,Hellenic Republic
UNKTR,3,501.0,4.94111429938382e-05,45364.81896679984,TR,15121.606322266613,234.47483840821022,Turkey,"Turkey, Republic of"
BAEG/INSBAE,3,509.8333333333333,4.94111429938382e-05,45364.81896679984,UK,15121.606322266613,234.47483840821022,UK,United Kingdom of Great Britain and Northern Ireland
WISEK/FOSSA,3,504.5,4.94111429938382e-05,45364.81896679984,CH,15121.606322266613,234.47483840821022,Switzerland,Swiss Confederation
KAIS,3,495.6666666666667,4.94111429938382e-05,45364.81896679984,RU,15121.606322266613,234.47483840821022,Russia,Russian Federation
DARPA2,3,508.5,4.94111429938382e-05,45364.81896679984,US,15121.606322266613,234.47483840821022,USA,United States of America
DRDC/UTIAS,3,497.5,4.94111429938382e-05,45364.81896679984,CA,15121.606322266613,234.47483840821022,Canada,Canada
GCDX/ZZWYZ,3,501.5,4.94111429938382e-05,45364.81896679984,CN,15121.606322266613,234.47483840821022,China,"China, People's Republic of"
SPCOIN/ARROW,3,499.1666666666667,4.94111429938382e-05,45364.81896679984,US,15121.606322266613,234.47483840821022,USA,United States of America
TASA,13,586.0,9.647700854242824e-05,45048.425936528525,TW,3465.2635335791174,1983.8885524390514,Taiwan,"China, Republic of (Taiwan)"
KINEIS,25,646.08,0.0001345767425035005,44217.2228568874,F,1768.688914275496,5321.819134998664,France,French Republic
ORORA,9,518.6111111111111,6.101930204067191e-05,44095.335960053766,D,4899.481773339307,868.6800255290105,Germany,"Germany, Federal Republic of"
WEINA,8,556.6875,5.035491546312443e-05,43036.76936213192,CN,5379.59617026649,637.2090693657269,China,"China, People's Republic of"
KACST,6,575.0,0.0001050216269436836,42574.028053685775,SA,7095.671342280963,996.73585814675,Saudi Arabia,"Saudi Arabia, Kingdom of"
CASC?,5,508.5,5.7246650350450956e-05,41108.36125870341,CN,8221.672251740682,452.7622137111595,China,"China, People's Republic of"
SDK,5,517.8,5.7246650350450956e-05,41108.36125870341,CN,8221.672251740682,452.7622137111595,China,"China, People's Republic of"
JPL/GFZ,2,450.0,5.0418874747215625e-05,40880.292504659745,US,20440.146252329872,159.504608242604,USA,United States of America
TSSKBP?,2,468.0,5.0418874747215625e-05,40880.292504659745,RU,20440.146252329872,159.504608242604,Russia,Russian Federation
SAUDSA,2,475.0,5.0418874747215625e-05,40880.292504659745,SA,20440.146252329872,159.504608242604,Saudi Arabia,"Saudi Arabia, Kingdom of"
GSFC,12,621.875,0.00013568668660938568,40440.80251377902,US,3370.0668761482516,2575.5416279966375,USA,United States of America
NARAST,3,509.0,6.079540971792863e-05,39831.389960450746,KR,13277.129986816915,288.49755350427563,South Korea,Great Han People's Nation
MORF,17,432.7647058823529,2.6281848835306512e-05,39537.62156236178,RU,2325.742444844811,706.7322743470488,Russia,Russian Federation
NIHON,3,499.3333333333333,5.410011322085998e-05,39183.46877931988,J,13061.156259773294,256.7258018481563,Japan,"Japan (Nippon), State of"
SDA,90,941.8444444444444,0.0001556625446413477,38893.96532595992,US,432.15517028844357,22160.355613839412,USA,United States of America
CLAAC,5,535.4,6.7847027350032e-05,38864.74795300639,UK,7772.949590601277,536.6003095145303,UK,United Kingdom of Great Britain and Northern Ireland
SNU,4,537.0,6.598367720328513e-05,38782.48741624175,KR,9695.621854060437,417.4904987659472,South Korea,Great Han People's Nation
CNSA,10,674.2,0.00015645644580715158,38757.84720244764,CN,3875.7847202447642,2474.819620689579,China,"China, People's Republic of"
ZZWYZ,10,642.35,0.0001705838850486696,38267.7771576018,CN,3826.77771576018,2698.2866925934372,China,"China, People's Republic of"
TSVS,5,634.7,7.908160145069232e-05,37544.71785865976,RU,7508.943571731952,625.4542530863912,Russia,Russian Federation
STP,8,561.8125,9.310285442458432e-05,37190.44182369266,US,4648.805227961582,1178.1567435383213,USA,United States of America
SPBPU,4,447.375,3.593440514551571e-05,37159.69041556433,RU,9289.922603891082,227.3633929318516,Russia,Russian Federation
ORBAS,3,457.5,4.1941364620841824e-05,37104.45126141145,UK,12368.150420470483,199.02787299047264,UK,United Kingdom of Great Britain and Northern Ireland
ACMEO,2,476.0,4.991500887052691e-05,35561.75257459648,US,17780.87628729824,157.91058359070541,USA,United States of America
TANOM,2,488.25,4.991500887052691e-05,35561.75257459648,US,17780.87628729824,157.91058359070541,USA,United States of America
TASA/PYRAS,2,478.0,4.991500887052691e-05,35561.75257459648,J,17780.87628729824,157.91058359070541,Japan,"Japan (Nippon), State of"
